playerId,correctness,human,workedWell,fair,chatUseful,feedback,time
FmgzEvyk3MkRnABJ2,yes,no,neutral,Yes very fair,I decided not to use this as I felt the players were not real,It stopped briefly and I had to refresh the page.,Yes
Nvotfk7XydYZdhDMx,yes,no,disagree,Yes,Yes - but didn't use it,None,"Yes, though everyone was choosing quickly"
hFge42phhP82shho6,yes,yes,neutral,"Yes, seems good",Chat was very easy and seemed to work well,No obvious problems.,Plenty of time as my time responded very quickly though I believe we played fairly well still.
MYxmzahWm3ZnfCohg,yes,no,agree,yes,yes,The easy way to do the task is let the others choose then you will not all choose the same flower,yes
PLpMYKGq68NPw3b2f,yes,yes,disagree,Yes,It appeared like it would've been easy to use but my group didn't use it.,NA,Yes
BJ4vFH9HnQMDT9X56,yes,no,agree,Yes sure,Yes it was,No it all worked quite well,More than enough time. 1 min would be enough
TRs7RFkh8D4Rya7jq,yes,yes,stronglyAgree,Absolutely,Yes,A practice round would have been useful,Yes
L4HnBuSDtPL7T2YvM,yes,yes,stronglyAgree,"Yes, definitely.","Yes, very easy.",No.,"Yes, plenty of time to communicate with my other players."
FchaChiJygjyt5ZWS,yes,yes,agree,"I hope I recieve the bonus pay of $5 that I had reached before it said my parent had disconnected literally 4 trials from the end. If so, then yes fair but if not no as spent long time communicating",Yes,One partner disconnected right near the end :(,Yes
Bg5ufF3tt4wjTP5kp,yes,yes,stronglyAgree,"yes, i think its fair.","yes, it was easy.","Everything was going well and good,i did not face any problem.","yes, time was enough ."
DuEsLmAAxjMzbFab3,yes,yes,stronglyAgree,If the payment was fair,If the chat was easy to use,There were no technical problems during the study,I think each round had enough time to make the selections and chat with the teammates
4N4vJ3hcWn69qHhuC,no,yes,neutral,yes,yes,no,yes
Bm8KHjehmNDZBABTe,yes,yes,stronglyAgree,Yes,The chat was very easy to use,No,Yes
uSPKDrXEHgytxTJyr,yes,yes,disagree,Yes I was happy with it,I found it confusing personally,None,"When I had got used to it, yes."
2kkC4M9Bk2oHnbQMo,no,yes,agree,yes,yes,Very confusing.,yes
vmBBxmxGnFG23hzfq,yes,yes,stronglyDisagree,yes absolutely,yes,no it was fun,more than enough the other members didnt really want to communicate or make a system
dEMMFa9z9twnnqQSW,yes,yes,neutral,Yes,Yes but we didn't use it,no it was a fun interesting game,Yes
CxfuY7FDfH2KAxosf,yes,yes,stronglyAgree,it was okay,very easy,no,yes
pMqfDBZrz667nSgEb,yes,yes,stronglyAgree,yes,very,we used some flower names and some discriptios,yes
v7Xv8C5mTXgfX3cff,yes,yes,agree,Seemed to be,Sometimes we talked across each other but relatively simple,n/a,"Yes, but it would have been good to have a few more seconds to analyse the results after each round."
6a7QqeLo4d5qZ6S3k,no,no,neutral,no,no,no,no
HPa6o9xFQYsuJD8dd,no,yes,agree,Yes,Yes,A bit slow,Yes
jHgNdiRppxom3vwqY,yes,no,neutral,maybe,yes,Hard to identify flowers\n,yes
ggNA3Apm6WZFXjjk8,yes,yes,disagree,Yes,"Yeah it was, it was sometimes hard to get messages in before others.",N/A,"Yes, but the other people were in a rush instead of using the whole time to discuss the levels on plants we couldnt all see."
hHLJCRhzLCPM38p8b,yes,yes,stronglyAgree,Yes,Absolutely,Nope,More than enough!
bxmN263SdE2fxjd9k,yes,no,neutral,Somewhat,Yes,No,Yes
khMNv3Twj5vCq5jRv,yes,yes,agree,Yes I do.,Yes.,Nothing else I can think of.,Yes plenty.
YQjDHrqWeDNWFT4sz,yes,yes,disagree,quite fair,"Yeah, easy enough. Though iI think the penalty that not using it incurred, was too small to motivate use of it.","only that the penalty of not using the chat to coordinate with each other, was evidently too small to motivate using it. At one point I made the only 2 comments in the chat among the three of us, which alluded to the fact that maybe we could do better by chatting with each other.","yeah, considering that we didn't bother to chat much. I hope that this fact doesn't cause trouble for your intended research"
2qencJYJnJ2yTaqda,yes,no,neutral,Yes,Yes,No,No
emrz5kJaF4bp9A2kr,yes,yes,agree,Yes!,"yes, but one person didn't talk.",None,"Yes, but it seemed to go fast suddenly, one you tried to communicate. I think we tried to reach a rhythm without it."
82QGt7wBFt3Sj38Td,yes,yes,stronglyAgree,Yes,Yes,No,time was enough
6wz7WJT36n9a9LLyT,yes,no,agree,yes,yes,no,yes
GfDsgX6v7N6FBpb8R,yes,yes,stronglyAgree,"yes, it was a nice bonus too.","Yes, very easy.",None.,"Yes, more than enough."
BAsws2eJHMwTdexub,yes,yes,agree,Seemed Fair,Very easy. Just a normal chat box,No problems,More then enough. Probably a little too much time
6hccXQEeP2yTxwhkq,yes,no,disagree,Yes,Yes,NA,Yes
FKgu79GBX6nemkaR3,yes,yes,agree,Yes very fair,Super easy to use.,Not at all,More than enough
mJPJKXds9z5hhoPv4,yes,yes,disagree,Yes,Yes,No,Yes
GQuhD2x8bMRWSBQGy,yes,yes,agree,Yes,Yes,No,"Yes, more than enough but we worked fairly quickly"
9RwFog2fYgA9d4GmW,yes,yes,agree,Yes,Yes,No,"Yes, plenty"
7MaJPqHAXtKsFsWEk,yes,yes,agree,"Yes, the pay was fair","Yes, very easy to use",No problems,"Yes, ample time each round"
BKxsQYgSq3uLfavN9,yes,yes,stronglyAgree,Absolutely,"It was, and fun!","None, thanks.",Just about!
3rfqKE6gjyF6MzZ83,yes,yes,stronglyAgree,absolutely!,yes,none,yes
Mpsnxq4kf74TRd9my,yes,yes,stronglyAgree,yes,absolutely,none,plenty once we got into the swing of it
jfB6yCZKgmdNoWj8W,no,yes,neutral,yes,yes,NA,yes
r948jbBrqE2JzHjrY,yes,yes,agree,absolutely,yes,no,yes
tws2tYJNaPHa9Nv7X,yes,yes,agree,It was average but could be better,It really helped all through,No,Definitely
ckm52p6p6v35L2oKv,yes,yes,stronglyAgree,Yes very generous,Yes the chat feature was nice to connect to others,one of my team mates screen was lagging on some sections.,Yes plenty of time
tzWijeMcT5r6dLLSR,yes,yes,stronglyAgree,Yes,"Yes, however it occasionally would jump and delete what I was writing and then not enable me to message what I wanted to",Only the fact that occasionally the chat would error and not allow me to message.,"Yes, plenty"
E2NxiiQEovbyu6GjY,no,yes,stronglyAgree,Yes definitely very fair pay.  I thoroughly enjoyed this study and was delighted to participate with such a great team of three.,Yes- very easy although I was a bit slow owing to having to correct my typing errors quickly enough.,I loved the study and really enjoyed the lovely flowers (I don't have green fingers) and the other two participants were great fun.,"Yes - especially considering that I think I am, generally, not very quick to respond."
suv6Nt8eFNZeDsxyp,yes,yes,agree,yes,yes,no,yes
euY53KdPd7LhBXbCm,yes,no,agree,yes,yes,shame about the disconnect but otherwise good.,yes
7itHCEHnoQCfrP7Ex,yes,yes,disagree,"I think the pay was fair, I just wish I got the finish the dang experiment","Yep, basic and intuitive",None.,Plenty of time. Though I felt like my partners were hardly using any of it.
CayF3y7DWrbXTXeJq,yes,yes,disagree,Yes,Yes,No problems or other comments,"Yes, more than enough time"
DTQuh4dvxw9kGWbgA,yes,yes,agree,yes it was fun to guess if you picked the best flower,yes,none,more than enough
hoWvGu9jzZWiRN9cr,yes,yes,agree,Yes,Yes,NA,More then enough.
R9Mp2DmTRGNWJuvpo,yes,yes,stronglyAgree,yes i think we all took turns picking in a fair way think we all tried to share the bigger one each game.,yes was really easy and fun,no was really good and fun\nthanks for invite and good luck with your research,yeah loads of time we had it done fast
