playerId,correctness,human,workedWell,fair,chatUseful,feedback,time
eYcYiyzfHXxEtesyi,yes,yes,neutral,yes,yes,"no, but i would like to participate again",yes
9YoiHjzccxpmwYwuj,yes,yes,agree,NA,NA,NA,NA
hGi7jdHAqTpYmkqFx,yes,yes,stronglyAgree,very fair,very easy,no problem,there is enough time
it7SjjwhBH6tThCTA,no,yes,stronglyDisagree,Yes I do.,Yes there was,None,I feel that it was rushed.
zYZzeMkDHFCTn2oP6,yes,no,neutral,i probably wasn't very good at it so it was fair,yes,it was hard to describe the flowers,yes
CrNsenyEBYxfciJX3,yes,yes,agree,fair,yes,at the end there were tech issues with the page not refreshing,yes
cibMkXDCFdcQRJ83F,yes,yes,agree,Yes,Yes,"After the first round of picking flowers my screen was white for about seven or so minutes, so I sat there hoping something would load and sort of clicked around for a few seconds. I finally decided to refresh the screen and when I did, the flowers showed up. I had missed a few of the rounds by the time my screen showed back up.",Yes
wsbBsa62okgbDXZbg,yes,yes,agree,It was somewhat fail. A lot of the time Minu did not advocate for themselves and picked what was left so not to cause people to choose the same flower. They were a good teammate and I wish they would have advocated more and got a higher pay.,"Yes, it was good, and I liked that there were notifications every time someone sent a message or took an action.",No problems that I could see. This was a very cool and fun study!,"Yes, although I wanted to say goodbye to my teammates after the last round but was not able to."
ZnEcctC5C5tucNPfG,yes,yes,agree,yes,yes,one of the players mentioned that her screen was blank for some of the rounds,more than enough time
i365ot6kc7dsdEePp,yes,yes,agree,Yes,Yes,No problems atall,Yes
BifQbBtM7yw983Zkg,yes,yes,agree,Yes,Could've done with being able to use auto correct to save countless time lost to spellings but I couldn't say if that's just my phone or not,Image clarity and being able to describe them was tricky at times.,"As above, spelling issues slowed me down but not by much"
9WA3JmMxQ2dovBS9F,yes,yes,stronglyAgree,yes,yes,"not me, but one of my partners did.",yes
cBrdZXKT5Bc3c7DwT,yes,yes,stronglyAgree,"Yes, because we cooperated to get close to the same amount.","Yes, it was very easy to follow along.",n/a,"Yes, 3 minutes was more than enough time."
ZtndsRgwnfzuyF4nX,yes,yes,stronglyAgree,Yes I do! We all ended with similar pay,"Yes, very easy",No problems,I felt rushed but we accomplished what we needed to
RLSZfCAjyXgskLC9e,yes,yes,stronglyAgree,Yes,Yes,I didn't have any problems. I wish I had had time to say thanks or bye to the people I played with.,Yes
SLJwdAzD7ffs5ADwS,yes,yes,stronglyAgree,Yes! The game was fun and I had great teammates. We made sure everyone got to choose the best flowers so we all had similar bonuses.,very easy,I enjoyed this- thanks!,"It was exciting, and held my attention throughout."
nxsEsCdq85DXuazrK,yes,yes,stronglyAgree,Yes,Yes,If one of the participants has a slower web speed it does tend to slow you down,Yes
nKqfATc6iNjgjjgKM,yes,yes,stronglyAgree,"its was OK.  But is working for minimum wage really ""fair""?",yes,pictures too small and not enough detail,yes
NvWrkYNrsQ9LPzko5,NA,yes,stronglyAgree,yes,yes,I didn't get paired,yes
